ID,Title,Abstract,Published Date,Updated Date,Author names,DOI,Journal Reference,Primary Category,Categories,Link,PDF Link
http://arxiv.org/abs/2506.20548v1,"Pay Less Attention to Deceptive Artifacts: Robust Detection of
  Compressed Deepfakes on Online Social Networks","With the rapid advancement of deep learning, particularly through generative
adversarial networks (GANs) and diffusion models (DMs), AI-generated images, or
``deepfakes"", have become nearly indistinguishable from real ones. These images
are widely shared across Online Social Networks (OSNs), raising concerns about
their misuse. Existing deepfake detection methods overlook the ``block effects""
introduced by compression in OSNs, which obscure deepfake artifacts, and
primarily focus on raw images, rarely encountered in real-world scenarios. To
address these challenges, we propose PLADA (Pay Less Attention to Deceptive
Artifacts), a novel framework designed to tackle the lack of paired data and
the ineffective use of compressed images. PLADA consists of two core modules:
Block Effect Eraser (B2E), which uses a dual-stage attention mechanism to
handle block effects, and Open Data Aggregation (ODA), which processes both
paired and unpaired data to improve detection. Extensive experiments across 26
datasets demonstrate that PLADA achieves a remarkable balance in deepfake
detection, outperforming SoTA methods in detecting deepfakes on OSNs, even with
limited paired data and compression. More importantly, this work introduces the
``block effect"" as a critical factor in deepfake detection, providing a robust
solution for open-world scenarios. Our code is available at
https://github.com/ManyiLee/PLADA.",2025-06-25T15:46:41Z,2025-06-25T15:46:41Z,"Manyi Li, Renshuai Tao, Yufan Liu, Chuangchuang Tan, Haotong Qin, Bing Li, Yunchao Wei, Yao Zhao",,,cs.CV,"cs.CV, cs.AI, cs.LG, cs.MM",http://arxiv.org/abs/2506.20548v1,http://arxiv.org/pdf/2506.20548v1
http://arxiv.org/abs/2506.14398v1,"A Comparative Study on Proactive and Passive Detection of Deepfake
  Speech","Solutions for defending against deepfake speech fall into two categories:
proactive watermarking models and passive conventional deepfake detectors.
While both address common threats, their differences in training, optimization,
and evaluation prevent a unified protocol for joint evaluation and selecting
the best solutions for different cases. This work proposes a framework to
evaluate both model types in deepfake speech detection. To ensure fair
comparison and minimize discrepancies, all models were trained and tested on
common datasets, with performance evaluated using a shared metric. We also
analyze their robustness against various adversarial attacks, showing that
different models exhibit distinct vulnerabilities to different speech attribute
distortions. Our training and evaluation code is available at Github.",2025-06-17T10:54:08Z,2025-06-17T10:54:08Z,"Chia-Hua Wu, Wanying Ge, Xin Wang, Junichi Yamagishi, Yu Tsao, Hsin-Min Wang",,,cs.SD,cs.SD,http://arxiv.org/abs/2506.14398v1,http://arxiv.org/pdf/2506.14398v1
http://arxiv.org/abs/2506.05538v1,"SocialDF: Benchmark Dataset and Detection Model for Mitigating Harmful
  Deepfake Content on Social Media Platforms","The rapid advancement of deep generative models has significantly improved
the realism of synthetic media, presenting both opportunities and security
challenges. While deepfake technology has valuable applications in
entertainment and accessibility, it has emerged as a potent vector for
misinformation campaigns, particularly on social media. Existing detection
frameworks struggle to distinguish between benign and adversarially generated
deepfakes engineered to manipulate public perception. To address this
challenge, we introduce SocialDF, a curated dataset reflecting real-world
deepfake challenges on social media platforms. This dataset encompasses
high-fidelity deepfakes sourced from various online ecosystems, ensuring broad
coverage of manipulative techniques. We propose a novel LLM-based multi-factor
detection approach that combines facial recognition, automated speech
transcription, and a multi-agent LLM pipeline to cross-verify audio-visual
cues. Our methodology emphasizes robust, multi-modal verification techniques
that incorporate linguistic, behavioral, and contextual analysis to effectively
discern synthetic media from authentic content.",2025-06-05T19:39:28Z,2025-06-05T19:39:28Z,"Arnesh Batra, Anushk Kumar, Jashn Khemani, Arush Gumber, Arhan Jain, Somil Gupta",,,cs.LG,"cs.LG, cs.MM",http://arxiv.org/abs/2506.05538v1,http://arxiv.org/pdf/2506.05538v1
http://arxiv.org/abs/2505.18035v1,"CAMME: Adaptive Deepfake Image Detection with Multi-Modal
  Cross-Attention","The proliferation of sophisticated AI-generated deepfakes poses critical
challenges for digital media authentication and societal security. While
existing detection methods perform well within specific generative domains,
they exhibit significant performance degradation when applied to manipulations
produced by unseen architectures--a fundamental limitation as generative
technologies rapidly evolve. We propose CAMME (Cross-Attention Multi-Modal
Embeddings), a framework that dynamically integrates visual, textual, and
frequency-domain features through a multi-head cross-attention mechanism to
establish robust cross-domain generalization. Extensive experiments demonstrate
CAMME's superiority over state-of-the-art methods, yielding improvements of
12.56% on natural scenes and 13.25% on facial deepfakes. The framework
demonstrates exceptional resilience, maintaining (over 91%) accuracy under
natural image perturbations and achieving 89.01% and 96.14% accuracy against
PGD and FGSM adversarial attacks, respectively. Our findings validate that
integrating complementary modalities through cross-attention enables more
effective decision boundary realignment for reliable deepfake detection across
heterogeneous generative architectures.",2025-05-23T15:39:07Z,2025-05-23T15:39:07Z,"Naseem Khan, Tuan Nguyen, Amine Bermak, Issa Khalil",,,cs.CV,"cs.CV, F.2.2; I.2.7",http://arxiv.org/abs/2505.18035v1,http://arxiv.org/pdf/2505.18035v1
http://arxiv.org/abs/2505.17513v1,"What You Read Isn't What You Hear: Linguistic Sensitivity in Deepfake
  Speech Detection","Recent advances in text-to-speech technologies have enabled realistic voice
generation, fueling audio-based deepfake attacks such as fraud and
impersonation. While audio anti-spoofing systems are critical for detecting
such threats, prior work has predominantly focused on acoustic-level
perturbations, leaving the impact of linguistic variation largely unexplored.
In this paper, we investigate the linguistic sensitivity of both open-source
and commercial anti-spoofing detectors by introducing transcript-level
adversarial attacks. Our extensive evaluation reveals that even minor
linguistic perturbations can significantly degrade detection accuracy: attack
success rates surpass 60% on several open-source detector-voice pairs, and
notably one commercial detection accuracy drops from 100% on synthetic audio to
just 32%. Through a comprehensive feature attribution analysis, we identify
that both linguistic complexity and model-level audio embedding similarity
contribute strongly to detector vulnerability. We further demonstrate the
real-world risk via a case study replicating the Brad Pitt audio deepfake scam,
using transcript adversarial attacks to completely bypass commercial detectors.
These results highlight the need to move beyond purely acoustic defenses and
account for linguistic variation in the design of robust anti-spoofing systems.
All source code will be publicly available.",2025-05-23T06:06:37Z,2025-05-23T06:06:37Z,"Binh Nguyen, Shuji Shi, Ryan Ofman, Thai Le",,,cs.LG,"cs.LG, cs.CL, cs.SD, eess.AS, 53-04",http://arxiv.org/abs/2505.17513v1,http://arxiv.org/pdf/2505.17513v1
http://arxiv.org/abs/2505.15336v1,"My Face Is Mine, Not Yours: Facial Protection Against Diffusion Model
  Face Swapping","The proliferation of diffusion-based deepfake technologies poses significant
risks for unauthorized and unethical facial image manipulation. While
traditional countermeasures have primarily focused on passive detection
methods, this paper introduces a novel proactive defense strategy through
adversarial attacks that preemptively protect facial images from being
exploited by diffusion-based deepfake systems. Existing adversarial protection
methods predominantly target conventional generative architectures (GANs, AEs,
VAEs) and fail to address the unique challenges presented by diffusion models,
which have become the predominant framework for high-quality facial deepfakes.
Current diffusion-specific adversarial approaches are limited by their reliance
on specific model architectures and weights, rendering them ineffective against
the diverse landscape of diffusion-based deepfake implementations.
Additionally, they typically employ global perturbation strategies that
inadequately address the region-specific nature of facial manipulation in
deepfakes.",2025-05-21T10:07:46Z,2025-05-21T10:07:46Z,"Hon Ming Yam, Zhongliang Guo, Chun Pong Lau",,,cs.CV,cs.CV,http://arxiv.org/abs/2505.15336v1,http://arxiv.org/pdf/2505.15336v1
http://arxiv.org/abs/2505.12339v1,"Towards Open-world Generalized Deepfake Detection: General Feature
  Extraction via Unsupervised Domain Adaptation","With the development of generative artificial intelligence, new forgery
methods are rapidly emerging. Social platforms are flooded with vast amounts of
unlabeled synthetic data and authentic data, making it increasingly challenging
to distinguish real from fake. Due to the lack of labels, existing supervised
detection methods struggle to effectively address the detection of unknown
deepfake methods. Moreover, in open world scenarios, the amount of unlabeled
data greatly exceeds that of labeled data. Therefore, we define a new deepfake
detection generalization task which focuses on how to achieve efficient
detection of large amounts of unlabeled data based on limited labeled data to
simulate a open world scenario. To solve the above mentioned task, we propose a
novel Open-World Deepfake Detection Generalization Enhancement Training
Strategy (OWG-DS) to improve the generalization ability of existing methods.
Our approach aims to transfer deepfake detection knowledge from a small amount
of labeled source domain data to large-scale unlabeled target domain data.
Specifically, we introduce the Domain Distance Optimization (DDO) module to
align different domain features by optimizing both inter-domain and
intra-domain distances. Additionally, the Similarity-based Class Boundary
Separation (SCBS) module is used to enhance the aggregation of similar samples
to ensure clearer class boundaries, while an adversarial training mechanism is
adopted to learn the domain-invariant features. Extensive experiments show that
the proposed deepfake detection generalization enhancement training strategy
excels in cross-method and cross-dataset scenarios, improving the model's
generalization.",2025-05-18T10:12:12Z,2025-05-18T10:12:12Z,"Midou Guo, Qilin Yin, Wei Lu, Xiangyang Luo",,,cs.CV,"cs.CV, cs.AI",http://arxiv.org/abs/2505.12339v1,http://arxiv.org/pdf/2505.12339v1
http://arxiv.org/abs/2505.11110v1,"Deepfake Forensic Analysis: Source Dataset Attribution and Legal
  Implications of Synthetic Media Manipulation","Synthetic media generated by Generative Adversarial Networks (GANs) pose
significant challenges in verifying authenticity and tracing dataset origins,
raising critical concerns in copyright enforcement, privacy protection, and
legal compliance. This paper introduces a novel forensic framework for
identifying the training dataset (e.g., CelebA or FFHQ) of GAN-generated images
through interpretable feature analysis. By integrating spectral transforms
(Fourier/DCT), color distribution metrics, and local feature descriptors
(SIFT), our pipeline extracts discriminative statistical signatures embedded in
synthetic outputs. Supervised classifiers (Random Forest, SVM, XGBoost) achieve
98-99% accuracy in binary classification (real vs. synthetic) and multi-class
dataset attribution across diverse GAN architectures (StyleGAN, AttGAN, GDWCT,
StarGAN, and StyleGAN2). Experimental results highlight the dominance of
frequency-domain features (DCT/FFT) in capturing dataset-specific artifacts,
such as upsampling patterns and spectral irregularities, while color histograms
reveal implicit regularization strategies in GAN training. We further examine
legal and ethical implications, showing how dataset attribution can address
copyright infringement, unauthorized use of personal data, and regulatory
compliance under frameworks like GDPR and California's AB 602. Our framework
advances accountability and governance in generative modeling, with
applications in digital forensics, content moderation, and intellectual
property litigation.",2025-05-16T10:47:18Z,2025-05-16T10:47:18Z,"Massimiliano Cassia, Luca Guarnera, Mirko Casu, Ignazio Zangara, Sebastiano Battiato",,,cs.CV,cs.CV,http://arxiv.org/abs/2505.11110v1,http://arxiv.org/pdf/2505.11110v1
http://arxiv.org/abs/2505.08552v1,"DFA-CON: A Contrastive Learning Approach for Detecting Copyright
  Infringement in DeepFake Art","Recent proliferation of generative AI tools for visual content
creation-particularly in the context of visual artworks-has raised serious
concerns about copyright infringement and forgery. The large-scale datasets
used to train these models often contain a mixture of copyrighted and
non-copyrighted artworks. Given the tendency of generative models to memorize
training patterns, they are susceptible to varying degrees of copyright
violation. Building on the recently proposed DeepfakeArt Challenge benchmark,
this work introduces DFA-CON, a contrastive learning framework designed to
detect copyright-infringing or forged AI-generated art. DFA-CON learns a
discriminative representation space, posing affinity among original artworks
and their forged counterparts within a contrastive learning framework. The
model is trained across multiple attack types, including inpainting, style
transfer, adversarial perturbation, and cutmix. Evaluation results demonstrate
robust detection performance across most attack types, outperforming recent
pretrained foundation models. Code and model checkpoints will be released
publicly upon acceptance.",2025-05-13T13:23:52Z,2025-05-13T13:23:52Z,"Haroon Wahab, Hassan Ugail, Irfan Mehmood",,,cs.CV,"cs.CV, cs.AI, cs.LG",http://arxiv.org/abs/2505.08552v1,http://arxiv.org/pdf/2505.08552v1
http://arxiv.org/abs/2505.02182v1,Robust AI-Generated Face Detection with Imbalanced Data,"Deepfakes, created using advanced AI techniques such as Variational
Autoencoder and Generative Adversarial Networks, have evolved from research and
entertainment applications into tools for malicious activities, posing
significant threats to digital trust. Current deepfake detection techniques
have evolved from CNN-based methods focused on local artifacts to more advanced
approaches using vision transformers and multimodal models like CLIP, which
capture global anomalies and improve cross-domain generalization. Despite
recent progress, state-of-the-art deepfake detectors still face major
challenges in handling distribution shifts from emerging generative models and
addressing severe class imbalance between authentic and fake samples in
deepfake datasets, which limits their robustness and detection accuracy. To
address these challenges, we propose a framework that combines dynamic loss
reweighting and ranking-based optimization, which achieves superior
generalization and performance under imbalanced dataset conditions. The code is
available at https://github.com/Purdue-M2/SP_CUP.",2025-05-04T17:02:10Z,2025-05-04T17:02:10Z,"Yamini Sri Krubha, Aryana Hou, Braden Vester, Web Walker, Xin Wang, Li Lin, Shu Hu",,,cs.CV,cs.CV,http://arxiv.org/abs/2505.02182v1,http://arxiv.org/pdf/2505.02182v1
